0,16.2841516
288,16.5673652
576,16.308551
864,17.4394106
1152,19.1363052
1440,18.7597848
1728,17.7330304
2016,16.9856068
2304,16.6888823
2592,17.3544765
2880,17.8218263
3168,18.1274955
3456,18.2209805
3744,18.64702
4032,18.6778833
4320,18.5444921
4608,18.1540753
4896,17.62776
5184,18.326131
5472,18.2694705
5760,17.902114
6048,17.244003
6336,16.6657269
6624,17.819349
6912,19.1239116
7200,19.4737452
7488,18.6103761
7776,18.3200866
8064,18.6669026
8352,18.7781972
8640,18.1294632
8928,18.3681507
9216,19.5541061
9504,19.4851681
9792,19.5704582
10080,20.2541194
10368,20.5368896
10656,20.9539653
10944,20.7811564
11232,19.6248132
11520,18.2136619
11808,16.7741547
12096,17.023907
12384,19.2258518
12672,20.8231253
12960,20.5268467
13248,19.4978461
13536,18.3659207
13824,18.2108725
14112,18.6435625
14400,18.507381
14688,19.3901992
14976,19.6500007
15264,19.2884231
15552,19.4959406
15840,18.6798435
16128,19.3896156
16416,20.0574955
16704,18.9097385
16992,19.2826362
17280,18.7395015
17568,17.9703698
17856,19.3524822
18144,19.5367941
18432,19.3763154
18720,19.0666091
19008,18.5780936
19296,19.2180524
19584,19.7405619
19872,18.9111336
20160,18.5752398
20448,19.2124683
20736,18.8619435
21024,18.6418699
21312,18.4530323
21600,18.0804711
21888,17.3893407
22176,17.0149937
22464,17.5748537
22752,16.7794942
23040,15.8496637
23328,15.6121936
23616,15.9549328
23904,16.2301057
24192,15.5743217
24480,15.6410735
24768,16.5481941
25056,16.4859893
25344,15.6639723
25632,16.6731375
25920,17.2297374
26208,16.5423702
26496,15.8889033
26784,16.2731585
27072,15.6735578
27360,14.7521296
27648,14.9239527
27936,15.0799918
28224,14.8453531
28512,15.0917483
28800,15.8498832
29088,16.7157442
29376,18.2455621
29664,17.6316403
29952,17.2855054
30240,16.8078614
30528,16.2810157
30816,16.0538004
31104,16.1375022
31392,17.1401293
31680,17.1338307
31968,16.8125463
32256,17.131819
32544,17.5981852
32832,17.6420258
33120,16.5158103
33408,16.1572953
33696,16.7186619
33984,15.8168736
34272,14.7743127
34560,14.6626081
34848,15.4036427
35136,16.3835674
35424,15.2647496
35712,13.9620744
36000,15.0669903
36288,16.1619922
36576,15.9690256
36864,14.6450966
37152,13.9080002
37440,14.5489559
37728,13.6864875
38016,13.0868047
38304,12.8093342
38592,12.6297854
38880,13.5946618
39168,14.1911243
39456,13.5650456
39744,13.1927007
40032,13.4423878
40320,13.3270876
40608,12.8986606
40896,13.12481
41184,12.9644516
41472,12.2359157
41760,12.2402356
42048,11.9819549
42336,12.0711234
42624,12.2750588
42912,11.8478548
43200,11.6998997
43488,11.6309219
43776,11.5984204
44064,11.6771508
44352,11.413089
44640,11.0589607
44928,11.1426696
45216,11.2975537
45504,11.564722
45792,11.5874638
46080,11.2683062
46368,10.8727691
46656,10.622348
46944,10.7176887
47232,11.2762551
47520,11.8359576
47808,11.7593106
48096,11.7710462
48384,11.3762746
48672,11.0391551
48960,11.1385055
49248,11.1320349
49536,11.1630802
49824,11.402946
50112,11.2991164
50400,11.1460673
50688,11.2666657
50976,11.4402381
51264,11.430663
51552,11.4406865
51840,11.261325
52128,11.4471425
52416,11.6993222
52704,11.7772867
52992,11.782155
53280,11.513712
53568,11.6163338
53856,11.8259206
54144,11.6295876
54432,11.7253632
54720,11.7431233
55008,11.8944089
55296,12.080291
55584,12.6047028
55872,13.0131603
56160,12.4682277
56448,12.4979947
56736,12.7433897
57024,12.5109342
57312,12.278746
57600,12.2555549
57888,11.9536222
58176,12.1853159
58464,12.5289597
58752,12.8991419
59040,13.2548247
59328,13.0480204
59616,12.7827043
59904,12.9886571
60192,13.2604638
60480,13.4268656
60768,13.8688365
61056,13.6505638
61344,14.272972
61632,14.441021
61920,13.5406179
62208,13.3445494
62496,14.0160649
62784,14.9311
63072,15.6505883
63360,15.5971581
63648,16.2090287
63936,17.2706335
64224,19.1589002
64512,19.8925164
64800,19.0418291
65088,18.7442756
65376,18.7819998
65664,19.1660375
65952,19.4266846
66240,17.2667559
66528,17.7338952
66816,19.5968549
67104,18.9274362
67392,19.5439502
67680,19.7783399
67968,20.3714066
68256,22.1715311
68544,21.2703969
68832,20.2400204
69120,20.1586112
69408,20.2346961
69696,20.6073272
69984,21.7293089
70272,21.3210315
70560,20.9050579
70848,21.0915484
71136,22.158941
71424,23.6602811
71712,23.8931757
72000,22.4521598
72288,20.1352647
72576,20.6771874
72864,20.9521092
73152,20.7580465
73440,21.6024225
73728,20.1733932
74016,20.1384313
74304,22.0127632
74592,21.1596288
74880,20.7288166
75168,21.2847702
75456,21.1278761
75744,20.2967851
76032,20.3568968
76320,20.3597684
76608,19.3619695
76896,19.251405
77184,19.8947585
77472,20.1198302
77760,19.8665567
78048,19.6809373
78336,20.3142474
78624,20.1112406
78912,19.5623763
79200,20.5753765
79488,20.882822
79776,19.0894664
80064,18.1640065
80352,19.1169365
80640,19.5645786
80928,19.7386063
81216,18.6457691
81504,17.4848411
81792,17.0944964
82080,17.1266768
82368,18.2124536
82656,18.0525692
82944,19.3028121
83232,19.7553775
83520,18.21817
83808,17.3735058
84096,18.427342
84384,18.486639
84672,19.2745191
84960,19.4038482
85248,19.0263262
85536,19.8457628
85824,17.659274
86112,16.5981011
86400,20.6062508
